shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
021R-68-North,53.457220,-113.516340,10001
021R-68-North,53.458230,-113.516350,10002
021R-68-North,53.458590,-113.516350,10003
021R-68-North,53.459400,-113.516350,10004
021R-68-North,53.459850,-113.516350,10005
021R-68-North,53.461120,-113.516360,10006
021R-68-North,53.461240,-113.516360,10007
021R-68-North,53.462040,-113.516370,10008
021R-68-North,53.462660,-113.516370,10009
021R-68-North,53.463440,-113.516350,10010
021R-68-North,53.463970,-113.516330,10011
021R-68-North,53.465120,-113.516310,10012
021R-68-North,53.465830,-113.516320,10013
021R-68-North,53.465980,-113.516320,10014
021R-68-North,53.466080,-113.516320,10015
021R-68-North,53.467240,-113.516340,10016
021R-68-North,53.472070,-113.516400,10017
021R-68-North,53.472570,-113.516400,10018
021R-68-North,53.475100,-113.516400,10019
021R-68-North,53.475700,-113.516400,10020
021R-68-North,53.475850,-113.516400,10021
021R-68-North,53.477360,-113.516410,10022
021R-68-North,53.478070,-113.516410,10023
021R-68-North,53.478400,-113.516410,10024
021R-68-North,53.479300,-113.516410,10025
021R-68-North,53.479680,-113.516410,10026
021R-68-North,53.479890,-113.516390,10027
021R-68-North,53.480170,-113.516350,10028
021R-68-North,53.480680,-113.516270,10029
021R-68-North,53.481140,-113.516210,10030
021R-68-North,53.481360,-113.516190,10031
021R-68-North,53.481720,-113.516220,10032
021R-68-North,53.482040,-113.516290,10033
021R-68-North,53.482240,-113.516340,10034
021R-68-North,53.483290,-113.516600,10035
021R-68-North,53.483810,-113.516730,10036
021R-68-North,53.484260,-113.516780,10037
021R-68-North,53.484780,-113.516800,10038
021R-68-North,53.485755,-113.516724,10039
021R-68-North,53.485360,-113.516780,20001
021R-68-North,53.486840,-113.516760,20002
021R-68-North,53.488140,-113.516760,20003
021R-68-North,53.488300,-113.516760,20004
021R-68-North,53.489570,-113.516730,20005
021R-68-North,53.490610,-113.516730,20006
021R-68-North,53.491170,-113.516730,20007
021R-68-North,53.491990,-113.516720,20008
021R-68-North,53.493060,-113.516700,20009
021R-68-North,53.493690,-113.516690,20010
021R-68-North,53.494090,-113.516700,20011
021R-68-North,53.495000,-113.516710,20012
021R-68-North,53.495560,-113.516720,20013
021R-68-North,53.495960,-113.516740,20014
021R-68-North,53.496100,-113.516760,20015
021R-68-North,53.496350,-113.516810,20016
021R-68-North,53.496470,-113.516870,20017
021R-68-North,53.496640,-113.516960,20018
021R-68-North,53.496810,-113.517100,20019
021R-68-North,53.496940,-113.517220,20020
021R-68-North,53.497110,-113.517430,20021
021R-68-North,53.497260,-113.517670,20022
021R-68-North,53.497400,-113.517940,20023
021R-68-North,53.497500,-113.518200,20024
021R-68-North,53.497610,-113.518550,20025
021R-68-North,53.497690,-113.518870,20026
021R-68-North,53.497740,-113.519230,20027
021R-68-North,53.497770,-113.519630,20028
021R-68-North,53.497790,-113.520290,20029
021R-68-North,53.497810,-113.520860,20030
021R-68-North,53.497840,-113.521850,20031
021R-68-North,53.497870,-113.522740,20032
021R-68-North,53.497880,-113.522900,20033
021R-68-North,53.497960,-113.525430,20034
021R-68-North,53.497990,-113.526070,20035
021R-68-North,53.498040,-113.526430,20036
021R-68-North,53.498090,-113.526660,20037
021R-68-North,53.498170,-113.526970,20038
021R-68-North,53.498250,-113.527200,20039
021R-68-North,53.498330,-113.527370,20040
021R-68-North,53.498530,-113.527730,20041
021R-68-North,53.498710,-113.527980,20042
021R-68-North,53.498840,-113.528100,20043
021R-68-North,53.499060,-113.528280,20044
021R-68-North,53.499270,-113.528380,20045
021R-68-North,53.499470,-113.528430,20046
021R-68-North,53.499650,-113.528440,20047
021R-68-North,53.500440,-113.528450,20048
021R-68-North,53.502310,-113.528450,20049
021R-68-North,53.502940,-113.528414,20050
021R-68-North,53.503220,-113.528450,30001
021R-68-North,53.503670,-113.528470,30002
021R-68-North,53.504100,-113.528500,30003
021R-68-North,53.504870,-113.528500,30004
021R-68-North,53.505380,-113.528500,30005
021R-68-North,53.505570,-113.528480,30006
021R-68-North,53.505740,-113.528440,30007
021R-68-North,53.505880,-113.528390,30008
021R-68-North,53.506010,-113.528320,30009
021R-68-North,53.506120,-113.528250,30010
021R-68-North,53.506250,-113.528140,30011
021R-68-North,53.506390,-113.528010,30012
021R-68-North,53.506500,-113.527870,30013
021R-68-North,53.506690,-113.527600,30014
021R-68-North,53.506880,-113.527290,30015
021R-68-North,53.507160,-113.526830,30016
021R-68-North,53.507420,-113.526420,30017
021R-68-North,53.507540,-113.526270,30018
021R-68-North,53.507680,-113.526110,30019
021R-68-North,53.507840,-113.525980,30020
021R-68-North,53.507990,-113.525880,30021
021R-68-North,53.508140,-113.525800,30022
021R-68-North,53.508250,-113.525760,30023
021R-68-North,53.508380,-113.525720,30024
021R-68-North,53.508530,-113.525700,30025
021R-68-North,53.508640,-113.525700,30026
021R-68-North,53.508740,-113.525710,30027
021R-68-North,53.508900,-113.525740,30028
021R-68-North,53.509170,-113.525850,30029
021R-68-North,53.509490,-113.525990,30030
021R-68-North,53.509580,-113.526020,30031
021R-68-North,53.509650,-113.526050,30032
021R-68-North,53.509790,-113.526080,30033
021R-68-North,53.509920,-113.526110,30034
021R-68-North,53.510110,-113.526120,30035
021R-68-North,53.510690,-113.526120,30036
021R-68-North,53.513008,-113.526113,30037
021R-68-North,53.513010,-113.526160,40001
021R-68-North,53.513380,-113.526160,40002
021R-68-North,53.513940,-113.526160,40003
021R-68-North,53.515290,-113.526150,40004
021R-68-North,53.516080,-113.526160,40005
021R-68-North,53.516560,-113.526130,40006
021R-68-North,53.516710,-113.526110,40007
021R-68-North,53.517290,-113.526000,40008
021R-68-North,53.517930,-113.525860,40009
021R-68-North,53.518190,-113.525830,40010
021R-68-North,53.518450,-113.525830,40011
021R-68-North,53.518830,-113.525840,40012
021R-68-North,53.520388,-113.525818,40013
021R-68-North,53.520390,-113.525860,50001
021R-68-North,53.520620,-113.525860,50002
021R-68-North,53.521990,-113.525860,50003
021R-68-North,53.522330,-113.525870,50004
021R-68-North,53.522510,-113.525860,50005
021R-68-North,53.522730,-113.525810,50006
021R-68-North,53.522970,-113.525720,50007
021R-68-North,53.523150,-113.525630,50008
021R-68-North,53.523380,-113.525460,50009
021R-68-North,53.523540,-113.525310,50010
021R-68-North,53.523780,-113.525030,50011
021R-68-North,53.523950,-113.524770,50012
021R-68-North,53.524110,-113.524500,50013
021R-68-North,53.524260,-113.524160,50014
021R-68-North,53.524350,-113.523930,50015
021R-68-North,53.524420,-113.523700,50016
021R-68-North,53.524550,-113.523280,50017
021R-68-North,53.524940,-113.522258,50018
021R-68-North,53.525200,-113.521180,60001
021R-68-North,53.525410,-113.520510,60002
021R-68-North,53.525680,-113.519630,60003
021R-68-North,53.525900,-113.518980,60004
021R-68-North,53.526080,-113.518500,60005
021R-68-North,53.526180,-113.518220,60006
021R-68-North,53.526310,-113.517880,60007
021R-68-North,53.526390,-113.517680,60008
021R-68-North,53.526760,-113.516810,60009
021R-68-North,53.527310,-113.515620,60010
021R-68-North,53.527370,-113.515490,60011
021R-68-North,53.527720,-113.514750,60012
021R-68-North,53.528110,-113.514010,60013
021R-68-North,53.528310,-113.513700,60014
021R-68-North,53.528580,-113.513350,60015
021R-68-North,53.528810,-113.513110,60016
021R-68-North,53.529130,-113.512830,60017
021R-68-North,53.529460,-113.512600,60018
021R-68-North,53.532450,-113.510850,60019
021R-68-North,53.532770,-113.510690,60020
021R-68-North,53.533140,-113.510500,60021
021R-68-North,53.533510,-113.510390,60022
021R-68-North,53.533940,-113.510310,60023
021R-68-North,53.534830,-113.510300,60024
021R-68-North,53.535620,-113.510290,60025
021R-68-North,53.535650,-113.510290,60026
021R-68-North,53.536296,-113.510196,60027
021R-68-North,53.536740,-113.510290,70001
021R-68-North,53.537070,-113.510290,70002
021R-68-North,53.537210,-113.510290,70003
021R-68-North,53.537520,-113.510290,70004
021R-68-North,53.538080,-113.510290,70005
021R-68-North,53.538590,-113.510290,70006
021R-68-North,53.538780,-113.510260,70007
021R-68-North,53.538980,-113.510200,70008
021R-68-North,53.539340,-113.509970,70009
021R-68-North,53.539650,-113.509630,70010
021R-68-North,53.540270,-113.508720,70011
021R-68-North,53.540500,-113.508370,70012
021R-68-North,53.540610,-113.508120,70013
021R-68-North,53.540730,-113.507810,70014
021R-68-North,53.540810,-113.507500,70015
021R-68-North,53.540920,-113.504610,70016
021R-68-North,53.540920,-113.494960,80001
021R-68-North,53.540930,-113.498330,90001
021R-68-North,53.540930,-113.497440,90002
021R-68-North,53.540930,-113.497060,90003
021R-68-North,53.540920,-113.495670,90004
021R-68-North,53.540920,-113.494000,90005
021R-68-North,53.540950,-113.493520,90006
021R-68-North,53.540980,-113.493030,90007
021R-68-North,53.541040,-113.492040,90008
021R-68-North,53.541060,-113.491720,90009
021R-68-North,53.541070,-113.491610,100001
021R-68-North,53.541120,-113.490810,100002
021R-68-North,53.541180,-113.490460,100003
021R-68-North,53.541240,-113.490200,100004
021R-68-North,53.541380,-113.489810,100005
021R-68-North,53.541490,-113.489570,100006
021R-68-North,53.541680,-113.489290,100007
021R-68-North,53.541850,-113.489110,100008
021R-68-North,53.542050,-113.488950,100009
021R-68-North,53.542290,-113.488820,100010
021R-68-North,53.542580,-113.488770,100011
021R-68-North,53.542810,-113.488790,100012
021R-68-North,53.542970,-113.488840,100013
021R-68-North,53.543510,-113.488930,100014
021R-68-North,53.543760,-113.488980,100015
021R-68-North,53.544890,-113.489180,110001
021R-68-North,53.545010,-113.489190,110002
021R-68-North,53.545120,-113.489200,110003
021R-68-North,53.545200,-113.489200,110004
021R-68-North,53.545350,-113.489180,110005
021R-68-North,53.545550,-113.489130,110006
021R-68-North,53.545800,-113.489000,110007
021R-68-North,53.546060,-113.488780,110008
021R-68-North,53.546240,-113.488570,110009
021R-68-North,53.546920,-113.487660,110010
021R-68-North,53.548510,-113.485510,110011
021R-68-North,53.548630,-113.485270,110012
021R-68-North,53.548770,-113.485000,110013
021R-68-North,53.548990,-113.484550,110014
021R-68-North,53.549310,-113.483610,110015
021R-68-North,53.549500,-113.483110,110016
021R-68-North,53.549750,-113.482580,110017
021R-68-North,53.550030,-113.482100,110018
021R-68-North,53.550310,-113.481700,110019
021R-68-North,53.550400,-113.481580,110020
021R-68-North,53.550900,-113.481020,110021
021R-68-North,53.553270,-113.478320,110022
021R-68-North,53.556360,-113.474790,110023
021R-68-North,53.559160,-113.471590,110024
021R-68-North,53.559470,-113.471260,110025
021R-68-North,53.559780,-113.470900,110026
021R-68-North,53.560140,-113.470490,110027
021R-68-North,53.560400,-113.470190,120001
021R-68-North,53.560670,-113.469870,120002
021R-68-North,53.561090,-113.469390,120003
021R-68-North,53.561180,-113.469280,120004
021R-68-North,53.562910,-113.467320,120005
021R-68-North,53.563940,-113.466130,120006
021R-68-North,53.565820,-113.463990,120007
021R-68-North,53.567190,-113.462420,120008
021R-68-North,53.568210,-113.461250,120009
021R-68-North,53.568750,-113.460600,120010
021R-68-North,53.569040,-113.460240,120011
021R-68-North,53.569400,-113.459820,120012
021R-68-North,53.570060,-113.459050,120013
021R-68-North,53.570890,-113.458110,120014
021R-68-North,53.571070,-113.457910,130001
021R-68-North,53.571630,-113.457270,130002
021R-68-North,53.572230,-113.456620,130003
021R-68-North,53.573270,-113.455430,130004
021R-68-North,53.574380,-113.454170,130005
021R-68-North,53.575590,-113.452790,130006
021R-68-North,53.575870,-113.452470,130007
021R-68-North,53.576060,-113.452220,130008
021R-68-North,53.576380,-113.451790,130009
021R-68-North,53.576790,-113.451250,130010
021R-68-North,53.577070,-113.450870,130011
021R-68-North,53.577330,-113.450530,130012
021R-68-North,53.577750,-113.449960,130013
021R-68-North,53.578270,-113.449140,130014
021R-68-North,53.578530,-113.448720,130015
021R-68-North,53.582150,-113.442930,140001
021R-68-North,53.582400,-113.442540,140002
021R-68-North,53.582600,-113.442200,140003
021R-68-North,53.582780,-113.441890,140004
021R-68-North,53.582940,-113.441590,140005
021R-68-North,53.583050,-113.441330,140006
021R-68-North,53.583280,-113.440810,140007
021R-68-North,53.583500,-113.440290,140008
021R-68-North,53.583770,-113.439750,140009
021R-68-North,53.584050,-113.439230,140010
021R-68-North,53.584210,-113.438960,140011
021R-68-North,53.584540,-113.438460,140012
021R-68-North,53.585410,-113.437150,140013
021R-68-North,53.585710,-113.436760,140014
021R-68-North,53.586310,-113.435970,140015
021R-68-North,53.586550,-113.435660,140016
021R-68-North,53.586840,-113.435250,140017
021R-68-North,53.587180,-113.434730,140018
021R-68-North,53.587630,-113.434020,140019
021R-68-North,53.587830,-113.433690,140020
021R-68-North,53.588370,-113.432840,140021
021R-68-North,53.588840,-113.432080,150001
021R-68-North,53.589920,-113.430410,150002
021R-68-North,53.591390,-113.428060,150003
021R-68-North,53.593480,-113.424700,150004
021R-68-North,53.594600,-113.422970,150005
021R-68-North,53.595420,-113.421670,150006
021R-68-North,53.596380,-113.420130,160001
021R-68-North,53.597460,-113.418400,160002
021R-68-North,53.599700,-113.414810,160003
021R-68-North,53.600470,-113.413540,160004
021R-68-North,53.601420,-113.411960,160005
021R-68-North,53.601550,-113.411750,160006
021R-69-South,53.601550,-113.411750,10001
021R-69-South,53.601420,-113.411960,10002
021R-69-South,53.600470,-113.413540,10003
021R-69-South,53.599700,-113.414810,10004
021R-69-South,53.597460,-113.418400,10005
021R-69-South,53.596380,-113.420130,10006
021R-69-South,53.595430,-113.421660,10007
021R-69-South,53.595140,-113.422160,10008
021R-69-South,53.594600,-113.422970,20001
021R-69-South,53.593480,-113.424700,20002
021R-69-South,53.591390,-113.428060,20003
021R-69-South,53.589920,-113.430410,20004
021R-69-South,53.588840,-113.432080,20005
021R-69-South,53.588150,-113.433190,20006
021R-69-South,53.587830,-113.433690,30001
021R-69-South,53.587630,-113.434020,30002
021R-69-South,53.587180,-113.434730,30003
021R-69-South,53.586840,-113.435250,30004
021R-69-South,53.586550,-113.435660,30005
021R-69-South,53.586310,-113.435970,30006
021R-69-South,53.585710,-113.436760,30007
021R-69-South,53.585410,-113.437150,30008
021R-69-South,53.584540,-113.438460,30009
021R-69-South,53.584210,-113.438960,30010
021R-69-South,53.584050,-113.439230,30011
021R-69-South,53.583770,-113.439750,30012
021R-69-South,53.583500,-113.440290,30013
021R-69-South,53.583280,-113.440810,30014
021R-69-South,53.583050,-113.441330,30015
021R-69-South,53.582940,-113.441590,30016
021R-69-South,53.582780,-113.441890,30017
021R-69-South,53.582600,-113.442200,30018
021R-69-South,53.582400,-113.442540,30019
021R-69-South,53.582150,-113.442930,30020
021R-69-South,53.579130,-113.447890,30021
021R-69-South,53.578530,-113.448720,40001
021R-69-South,53.578270,-113.449140,40002
021R-69-South,53.577750,-113.449960,40003
021R-69-South,53.577330,-113.450530,40004
021R-69-South,53.577070,-113.450870,40005
021R-69-South,53.576790,-113.451250,40006
021R-69-South,53.576380,-113.451790,40007
021R-69-South,53.576060,-113.452220,40008
021R-69-South,53.575870,-113.452470,40009
021R-69-South,53.575590,-113.452790,40010
021R-69-South,53.574380,-113.454170,40011
021R-69-South,53.573270,-113.455430,40012
021R-69-South,53.572230,-113.456620,40013
021R-69-South,53.571630,-113.457270,40014
021R-69-South,53.571070,-113.457910,40015
021R-69-South,53.570550,-113.458490,40016
021R-69-South,53.570060,-113.459050,50001
021R-69-South,53.569400,-113.459820,50002
021R-69-South,53.569040,-113.460240,50003
021R-69-South,53.568750,-113.460600,50004
021R-69-South,53.568210,-113.461250,50005
021R-69-South,53.567190,-113.462420,50006
021R-69-South,53.565820,-113.463990,50007
021R-69-South,53.563940,-113.466130,50008
021R-69-South,53.562910,-113.467320,50009
021R-69-South,53.561180,-113.469280,50010
021R-69-South,53.561090,-113.469390,50011
021R-69-South,53.560670,-113.469870,50012
021R-69-South,53.560400,-113.470190,50013
021R-69-South,53.559780,-113.470900,50014
021R-69-South,53.559720,-113.470970,60001
021R-69-South,53.559470,-113.471260,60002
021R-69-South,53.559160,-113.471590,60003
021R-69-South,53.556360,-113.474790,60004
021R-69-South,53.553270,-113.478320,60005
021R-69-South,53.550900,-113.481020,60006
021R-69-South,53.550400,-113.481580,60007
021R-69-South,53.550310,-113.481700,60008
021R-69-South,53.550030,-113.482100,60009
021R-69-South,53.549750,-113.482580,60010
021R-69-South,53.549500,-113.483110,60011
021R-69-South,53.549310,-113.483610,60012
021R-69-South,53.548990,-113.484550,60013
021R-69-South,53.548770,-113.485000,60014
021R-69-South,53.548630,-113.485270,60015
021R-69-South,53.548510,-113.485510,60016
021R-69-South,53.546920,-113.487660,60017
021R-69-South,53.546240,-113.488570,60018
021R-69-South,53.546060,-113.488780,60019
021R-69-South,53.545800,-113.489000,60020
021R-69-South,53.545550,-113.489130,60021
021R-69-South,53.545350,-113.489180,60022
021R-69-South,53.545200,-113.489200,60023
021R-69-South,53.545120,-113.489200,60024
021R-69-South,53.545010,-113.489190,60025
021R-69-South,53.544890,-113.489180,60026
021R-69-South,53.544320,-113.489080,60027
021R-69-South,53.543510,-113.488930,70001
021R-69-South,53.542970,-113.488840,70002
021R-69-South,53.542810,-113.488790,70003
021R-69-South,53.542580,-113.488770,70004
021R-69-South,53.542290,-113.488820,70005
021R-69-South,53.542050,-113.488950,70006
021R-69-South,53.541850,-113.489110,70007
021R-69-South,53.541680,-113.489290,70008
021R-69-South,53.541490,-113.489570,70009
021R-69-South,53.541380,-113.489810,70010
021R-69-South,53.541240,-113.490200,70011
021R-69-South,53.541180,-113.490460,70012
021R-69-South,53.541120,-113.490810,70013
021R-69-South,53.541070,-113.491610,70014
021R-69-South,53.541050,-113.491960,70015
021R-69-South,53.540930,-113.498210,80001
021R-69-South,53.540920,-113.499130,90001
021R-69-South,53.540930,-113.501070,90002
021R-69-South,53.540940,-113.502970,90003
021R-69-South,53.540940,-113.503870,90004
021R-69-South,53.540940,-113.504530,90005
021R-69-South,53.540950,-113.505770,100002
021R-69-South,53.540950,-113.506340,100003
021R-69-South,53.540940,-113.506690,100004
021R-69-South,53.540880,-113.507180,100005
021R-69-South,53.540810,-113.507500,100006
021R-69-South,53.540730,-113.507810,100007
021R-69-South,53.540610,-113.508120,100008
021R-69-South,53.540500,-113.508370,100009
021R-69-South,53.540270,-113.508720,100010
021R-69-South,53.539650,-113.509630,100011
021R-69-South,53.539340,-113.509970,100012
021R-69-South,53.538980,-113.510200,100013
021R-69-South,53.538780,-113.510260,100014
021R-69-South,53.538590,-113.510290,100015
021R-69-South,53.538080,-113.510290,100016
021R-69-South,53.537520,-113.510290,100017
021R-69-South,53.537210,-113.510290,100018
021R-69-South,53.537070,-113.510290,100019
021R-69-South,53.536740,-113.510290,100020
021R-69-South,53.536180,-113.510290,100021
021R-69-South,53.535650,-113.510290,110001
021R-69-South,53.535620,-113.510290,110002
021R-69-South,53.534830,-113.510300,110003
021R-69-South,53.533940,-113.510310,110004
021R-69-South,53.533510,-113.510390,110005
021R-69-South,53.533140,-113.510500,110006
021R-69-South,53.532770,-113.510690,110007
021R-69-South,53.532450,-113.510850,110008
021R-69-South,53.529460,-113.512600,110009
021R-69-South,53.529130,-113.512830,110010
021R-69-South,53.528810,-113.513110,110011
021R-69-South,53.528580,-113.513350,110012
021R-69-South,53.528310,-113.513700,110013
021R-69-South,53.528110,-113.514010,110014
021R-69-South,53.527720,-113.514750,110015
021R-69-South,53.527370,-113.515490,110016
021R-69-South,53.527310,-113.515620,110017
021R-69-South,53.526760,-113.516810,110018
021R-69-South,53.526390,-113.517680,110019
021R-69-South,53.526310,-113.517880,110020
021R-69-South,53.526180,-113.518220,110021
021R-69-South,53.526080,-113.518500,110022
021R-69-South,53.525900,-113.518980,110023
021R-69-South,53.525680,-113.519630,110024
021R-69-South,53.525410,-113.520510,110025
021R-69-South,53.525200,-113.521180,110026
021R-69-South,53.525100,-113.521510,110027
021R-69-South,53.524550,-113.523280,120001
021R-69-South,53.524420,-113.523700,120002
021R-69-South,53.524350,-113.523930,120003
021R-69-South,53.524260,-113.524160,120004
021R-69-South,53.524110,-113.524500,120005
021R-69-South,53.523950,-113.524770,120006
021R-69-South,53.523780,-113.525030,120007
021R-69-South,53.523540,-113.525310,120008
021R-69-South,53.523380,-113.525460,120009
021R-69-South,53.523150,-113.525630,120010
021R-69-South,53.522970,-113.525720,120011
021R-69-South,53.522730,-113.525810,120012
021R-69-South,53.522510,-113.525860,120013
021R-69-South,53.522330,-113.525870,120014
021R-69-South,53.521990,-113.525860,120015
021R-69-South,53.520620,-113.525860,120016
021R-69-South,53.519940,-113.525860,120017
021R-69-South,53.519650,-113.525850,130001
021R-69-South,53.518830,-113.525840,130002
021R-69-South,53.518450,-113.525830,130003
021R-69-South,53.518190,-113.525830,130004
021R-69-South,53.517930,-113.525860,130005
021R-69-South,53.517290,-113.526000,130006
021R-69-South,53.516710,-113.526110,130007
021R-69-South,53.516560,-113.526130,130008
021R-69-South,53.516080,-113.526160,130009
021R-69-South,53.515290,-113.526150,130010
021R-69-South,53.513940,-113.526160,130011
021R-69-South,53.513380,-113.526160,130012
021R-69-South,53.512910,-113.526160,130013
021R-69-South,53.512250,-113.526160,140001
021R-69-South,53.510690,-113.526120,140002
021R-69-South,53.510110,-113.526120,140003
021R-69-South,53.509920,-113.526110,140004
021R-69-South,53.509790,-113.526080,140005
021R-69-South,53.509650,-113.526050,140006
021R-69-South,53.509580,-113.526020,140007
021R-69-South,53.509490,-113.525990,140008
021R-69-South,53.509170,-113.525850,140009
021R-69-South,53.508900,-113.525740,140010
021R-69-South,53.508740,-113.525710,140011
021R-69-South,53.508640,-113.525700,140012
021R-69-South,53.508530,-113.525700,140013
021R-69-South,53.508380,-113.525720,140014
021R-69-South,53.508250,-113.525760,140015
021R-69-South,53.508140,-113.525800,140016
021R-69-South,53.507990,-113.525880,140017
021R-69-South,53.507840,-113.525980,140018
021R-69-South,53.507680,-113.526110,140019
021R-69-South,53.507540,-113.526270,140020
021R-69-South,53.507420,-113.526420,140021
021R-69-South,53.507160,-113.526830,140022
021R-69-South,53.506880,-113.527290,140023
021R-69-South,53.506690,-113.527600,140024
021R-69-South,53.506500,-113.527870,140025
021R-69-South,53.506390,-113.528010,140026
021R-69-South,53.506250,-113.528140,140027
021R-69-South,53.506120,-113.528250,140028
021R-69-South,53.506010,-113.528320,140029
021R-69-South,53.505880,-113.528390,140030
021R-69-South,53.505740,-113.528440,140031
021R-69-South,53.505570,-113.528480,140032
021R-69-South,53.505380,-113.528500,140033
021R-69-South,53.504870,-113.528500,140034
021R-69-South,53.504100,-113.528500,140035
021R-69-South,53.503670,-113.528470,140036
021R-69-South,53.503220,-113.528450,140037
021R-69-South,53.502520,-113.528450,140038
021R-69-South,53.502310,-113.528450,140039
021R-69-South,53.500440,-113.528450,150001
021R-69-South,53.499650,-113.528440,150002
021R-69-South,53.499470,-113.528430,150003
021R-69-South,53.499270,-113.528380,150004
021R-69-South,53.499060,-113.528280,150005
021R-69-South,53.498840,-113.528100,150006
021R-69-South,53.498710,-113.527980,150007
021R-69-South,53.498530,-113.527730,150008
021R-69-South,53.498330,-113.527370,150009
021R-69-South,53.498250,-113.527200,150010
021R-69-South,53.498170,-113.526970,150011
021R-69-South,53.498090,-113.526660,150012
021R-69-South,53.498040,-113.526430,150013
021R-69-South,53.497990,-113.526070,150014
021R-69-South,53.497960,-113.525430,150015
021R-69-South,53.497880,-113.522900,150016
021R-69-South,53.497870,-113.522740,150017
021R-69-South,53.497840,-113.521850,150018
021R-69-South,53.497810,-113.520860,150019
021R-69-South,53.497790,-113.520290,150020
021R-69-South,53.497770,-113.519630,150021
021R-69-South,53.497740,-113.519230,150022
021R-69-South,53.497690,-113.518870,150023
021R-69-South,53.497610,-113.518550,150024
021R-69-South,53.497500,-113.518200,150025
021R-69-South,53.497400,-113.517940,150026
021R-69-South,53.497260,-113.517670,150027
021R-69-South,53.497110,-113.517430,150028
021R-69-South,53.496940,-113.517220,150029
021R-69-South,53.496810,-113.517100,150030
021R-69-South,53.496640,-113.516960,150031
021R-69-South,53.496470,-113.516870,150032
021R-69-South,53.496350,-113.516810,150033
021R-69-South,53.496100,-113.516760,150034
021R-69-South,53.495960,-113.516740,150035
021R-69-South,53.495560,-113.516720,150036
021R-69-South,53.495000,-113.516710,150037
021R-69-South,53.494090,-113.516700,150038
021R-69-South,53.493690,-113.516690,150039
021R-69-South,53.493060,-113.516700,150040
021R-69-South,53.491990,-113.516720,150041
021R-69-South,53.491170,-113.516730,150042
021R-69-South,53.490610,-113.516730,150043
021R-69-South,53.489570,-113.516730,150044
021R-69-South,53.488300,-113.516760,150045
021R-69-South,53.488140,-113.516760,150046
021R-69-South,53.486840,-113.516760,150047
021R-69-South,53.485340,-113.516780,150048
021R-69-South,53.485260,-113.516790,160001
021R-69-South,53.484780,-113.516800,160002
021R-69-South,53.484260,-113.516780,160003
021R-69-South,53.483810,-113.516730,160004
021R-69-South,53.483290,-113.516600,160005
021R-69-South,53.482240,-113.516340,160006
021R-69-South,53.482040,-113.516290,160007
021R-69-South,53.481720,-113.516220,160008
021R-69-South,53.481360,-113.516190,160009
021R-69-South,53.481140,-113.516210,160010
021R-69-South,53.480680,-113.516270,160011
021R-69-South,53.480170,-113.516350,160012
021R-69-South,53.479890,-113.516390,160013
021R-69-South,53.479680,-113.516410,160014
021R-69-South,53.479300,-113.516410,160015
021R-69-South,53.478400,-113.516410,160016
021R-69-South,53.478070,-113.516410,160017
021R-69-South,53.477360,-113.516410,160018
021R-69-South,53.475850,-113.516400,160019
021R-69-South,53.475700,-113.516400,160020
021R-69-South,53.475100,-113.516400,160021
021R-69-South,53.472570,-113.516400,160022
021R-69-South,53.472070,-113.516400,160023
021R-69-South,53.467240,-113.516340,160024
021R-69-South,53.466080,-113.516320,160025
021R-69-South,53.465980,-113.516320,160026
021R-69-South,53.465830,-113.516320,160027
021R-69-South,53.465120,-113.516310,160028
021R-69-South,53.463970,-113.516330,160029
021R-69-South,53.463440,-113.516350,160030
021R-69-South,53.462660,-113.516370,160031
021R-69-South,53.462040,-113.516370,160032
021R-69-South,53.461240,-113.516360,160033
021R-69-South,53.461120,-113.516360,160034
021R-69-South,53.459850,-113.516350,160035
021R-69-South,53.459400,-113.516350,160036
021R-69-South,53.458590,-113.516350,160037
021R-69-South,53.458230,-113.516350,160038
021R-69-South,53.457220,-113.516340,160039
022R-27-North,53.518000,-113.525980,10001
022R-27-North,53.518440,-113.525890,10002
022R-27-North,53.518790,-113.525890,10003
022R-27-North,53.519160,-113.525800,10004
022R-27-North,53.520380,-113.525810,10005
022R-27-North,53.520390,-113.525860,20001
022R-27-North,53.520620,-113.525860,20002
022R-27-North,53.521990,-113.525860,20003
022R-27-North,53.522330,-113.525870,20004
022R-27-North,53.522510,-113.525860,20005
022R-27-North,53.522730,-113.525810,20006
022R-27-North,53.522970,-113.525720,20007
022R-27-North,53.523150,-113.525630,20008
022R-27-North,53.523380,-113.525460,20009
022R-27-North,53.523540,-113.525310,20010
022R-27-North,53.523780,-113.525030,20011
022R-27-North,53.523950,-113.524770,20012
022R-27-North,53.524110,-113.524500,20013
022R-27-North,53.524260,-113.524160,20014
022R-27-North,53.524350,-113.523930,20015
022R-27-North,53.524420,-113.523700,20016
022R-27-North,53.524550,-113.523280,20017
022R-27-North,53.524940,-113.522258,20018
022R-27-North,53.525200,-113.521180,30001
022R-27-North,53.525410,-113.520510,30002
022R-27-North,53.525680,-113.519630,30003
022R-27-North,53.525900,-113.518980,30004
022R-27-North,53.526080,-113.518500,30005
022R-27-North,53.526180,-113.518220,30006
022R-27-North,53.526310,-113.517880,30007
022R-27-North,53.526390,-113.517680,30008
022R-27-North,53.526760,-113.516810,30009
022R-27-North,53.527310,-113.515620,30010
022R-27-North,53.527370,-113.515490,30011
022R-27-North,53.527720,-113.514750,30012
