trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,shape_dist_traveled
92277170529,08:04:30,08:04:30,30091,18,Loop,0,73985
92277170529,08:07:30,08:07:30,30074,19,Linden,0,75991
92277170529,08:10:30,08:10:30,30384,20,Linden,0,78139
92277170529,08:12:00,08:12:00,30132,21,Linden,0,79492
92277170529,08:14:00,08:14:00,30166,22,Linden,0,81013
92277170529,08:15:00,08:15:00,30031,23,Linden,0,81973
92277170529,08:16:30,08:16:30,30007,24,Linden,0,83151
92277170529,08:18:30,08:18:30,30141,25,Linden,0,84599
92277170529,08:21:30,08:21:30,30090,26,Linden,0,86885
92277170529,08:24:00,08:24:00,30137,27,Linden,0,89984
92277170529,08:27:00,08:27:00,30155,28,Linden,0,95519
92277170529,08:32:00,08:32:00,30127,29,Linden,0,101337
92277170529,08:34:00,08:34:00,30235,30,Linden,0,103828
92277170529,08:35:00,08:35:00,30103,31,Linden,0,106628
92277170529,08:37:00,08:37:00,30231,32,Linden,0,107831
92277170529,08:39:00,08:39:00,30257,33,Linden,0,109185
92277170529,08:44:30,08:44:30,30386,34,Linden,0,118825
92277170529,08:49:30,08:49:30,30175,35,Linden,0,140084
92277170529,08:51:00,08:51:00,30163,36,Linden,0,143721
92277170529,08:52:30,08:52:30,30052,37,Linden,0,145876
92277170529,08:54:00,08:54:00,30133,38,Linden,0,148922
92277170529,08:55:30,08:55:30,30010,39,Linden,0,151206
92277170529,08:57:00,08:57:00,30101,40,Linden,0,153557
92277170529,08:58:00,08:58:00,30078,41,Linden,0,155060
92277170529,08:59:30,08:59:30,30241,42,Linden,0,157252
92277170529,09:01:30,09:01:30,30203,43,Linden,0,160870
92277167864,22:46:00,22:46:00,30175,1,Skokie,0,0
92277167864,22:52:30,22:52:30,30297,2,Skokie,0,21220
92277167864,22:54:00,22:54:00,30026,3,Skokie,0,26031
